"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT05","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT16","WT19","WT21","WV03","WV20"
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-02-26","8.72",,"0.00","0.0","0.0",,"85","64",,,,,,"    1",,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-02-27","7.61",,"0.00","0.0","0.0",,"81","59",,,,,,"    1",,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-02-28","8.50",,"0.00","0.0","0.0",,"85","60",,,,,,"    1",,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-02-29","7.38",,"0.00","0.0","0.0",,"79","57",,,,,,"    1",,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-03-01","6.26",,"0.23","0.0","0.0",,"80","62",,,,,,"    1","    1",,,,,,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-03-02","7.83",,"0.87","0.0","0.0",,"66","54",,,,,,,,,,,,,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-03-03","13.42",,"0.00","0.0","0.0",,"71","52",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-03-04","14.09",,"0.00","0.0","0.0",,"75","65",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-03-05","13.87",,"0.00","0.0","0.0",,"77","67",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-03-06","10.29",,"0.00","0.0","0.0",,"85","61",,,,,,"    1",,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-03-07","12.30",,"0.00","0.0","0.0",,"89","68",,,,,,"    1",,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-03-08","11.86",,"0.00","0.0","0.0",,"72","45",,,,,,,,,,,,,,,,"    1","    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-03-09","17.90",,"0.00","0.0","0.0",,"60","36",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-03-10","10.96",,"2.27","0.0","0.0",,"62","46",,,,,,"    1",,,,,,,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-03-11","16.55",,"2.97","0.0","0.0",,"63","52",,,,,,"    1",,,,,,,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-03-12","13.65",,"0.00","0.0","0.0",,"66","46",,,,,,"    1",,,,,,,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-03-13","6.04",,"0.00","0.0","0.0",,"69","42",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-03-14","5.37",,"0.00","0.0","0.0",,"73","45",,,,,,"    1",,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-03-15","7.61",,"0.00","0.0","0.0",,"79","47",,,,,,"    1",,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-03-16","8.28",,"0.00","0.0","0.0",,"80","52",,,,,,"    1",,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-03-17","10.29",,"0.00","0.0","0.0",,"86","59",,,,,,"    1",,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-03-18","13.20",,"0.00","0.0","0.0",,"88","70",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-03-19","15.21",,"0.00","0.0","0.0",,"74","54",,,,,,,,,,,"    1",,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-03-20","12.30",,"0.00","0.0","0.0",,"71","47",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-03-21","12.08",,"0.00","0.0","0.0",,"63","39",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-03-22","8.50",,"0.00","0.0","0.0",,"68","40",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-03-23","7.16",,"0.00","0.0","0.0",,"71","37",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-03-24","10.96",,"0.00","0.0","0.0",,"74","54",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-03-25","13.20",,"0.00","0.0","0.0",,"79","65",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-03-26","10.74",,"0.00","0.0","0.0",,"81","55",,,,,,"    1",,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-03-27","13.20",,"0.00","0.0","0.0",,"81","70",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-03-28","10.96",,"0.70","0.0","0.0",,"83","65",,,,,,,,"    1",,,,,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-03-29","8.28",,"0.09","0.0","0.0",,"86","64",,,,,,,,,,,,,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-03-30","8.72",,"3.09","0.0","0.0",,"80","64",,,,,,"    1","    1","    1",,,,,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-03-31","6.71",,"0.58","0.0","0.0",,"84","62",,,,,,"    1","    1","    1",,,,,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-04-01","11.86",,"0.00","0.0","0.0",,"83","57",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-04-02","13.65",,"0.00","0.0","0.0",,"65","49",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-04-03","8.72",,"0.00","0.0","0.0",,"74","52",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-04-04","8.50",,"0.00","0.0","0.0",,"77","53",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-04-05","6.71",,"0.00","0.0","0.0",,"83","61",,,,,,,,,,,"    1",,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-04-06","8.05",,"0.02","0.0","0.0",,"84","62",,,,,,"    1",,,,,,,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-04-07","9.17",,"0.00","0.0","0.0",,"77","62",,,,,,,,,,,,,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-04-08","7.61",,"0.58","0.0","0.0",,"76","64",,,,,,,,"    1",,,,,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-04-09","6.93",,"0.00","0.0","0.0",,"69","60",,,,,,"    1",,,,,,,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-04-10","10.96",,"0.00","0.0","0.0",,"69","47",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-04-11","6.04",,"0.00","0.0","0.0",,"71","45",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-04-12","9.84",,"0.00","0.0","0.0",,"75","47",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-04-13","10.07",,"0.00","0.0","0.0",,"83","57",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-04-14","8.05",,"0.00","0.0","0.0",,"84","61",,,,,,"    1",,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-04-15","11.86",,"0.63","0.0","0.0",,"82","60",,,,,,,,"    1",,,,,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-04-16","8.95",,"0.00","0.0","0.0",,"79","52",,,,,,"    1",,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-04-17","8.05",,"0.00","0.0","0.0",,"77","51",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-04-18","7.61",,"0.00","0.0","0.0",,"77","57",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-04-19","9.17",,"0.00","0.0","0.0",,"78","56",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-04-20","10.29",,"0.00","0.0","0.0",,"79","61",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-04-21","12.30",,"0.00","0.0","0.0",,"80","65",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-04-22","14.76",,"0.00","0.0","0.0",,"81","71",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-04-23","12.30",,"0.00","0.0","0.0",,"82","70",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-04-24","9.40",,"0.00","0.0","0.0",,"81","64",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-04-25","9.40",,"0.00","0.0","0.0",,"82","65",,,,,,"    1",,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-04-26","10.07",,"0.00","0.0","0.0",,"87","69",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-04-27","8.95",,"0.00","0.0","0.0",,"83","63",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-04-28","13.20",,"0.00","0.0","0.0",,"85","74",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-04-29","17.67",,"0.00","0.0","0.0",,"85","75",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-04-30","11.41",,"0.18","0.0","0.0",,"85","71",,,,,,,,,,,,,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-05-01","10.74",,"0.00","0.0","0.0",,"81","69",,,,,,"    1",,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-05-02","10.29",,"0.00","0.0","0.0",,"82","72",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-05-03","8.95",,"0.00","0.0","0.0",,"85","69",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-05-04","8.72",,"0.00","0.0","0.0",,"85","65",,,,,,"    1",,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-05-05","7.83",,"0.00","0.0","0.0",,"84","63",,,,,,"    1","    1",,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-05-06","6.93",,"0.00","0.0","0.0",,"84","66",,,,,,"    1",,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-05-07","9.40",,"0.00","0.0","0.0",,"85","63",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-05-08","11.18",,"0.00","0.0","0.0",,"85","70",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-05-09","12.75",,"0.00","0.0","0.0",,"85","74",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-05-10","12.08",,"0.32","0.0","0.0",,"84","70",,,,,,,,,,,,,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-05-11","10.51",,"0.00","0.0","0.0",,"84","69",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-05-12","8.50",,"0.00","0.0","0.0",,"90","68",,,,,,,,"    1",,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-05-13","9.17",,"1.85","0.0","0.0",,"84","66",,,,,,,,"    1",,,,,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-05-14","10.07",,"0.00","0.0","0.0",,"84","67",,,,,,,,,,,,,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-05-15","10.29",,"0.00","0.0","0.0",,"83","72",,,,,,,,,,,,,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-05-16","8.28",,"0.00","0.0","0.0",,"82","68",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-05-17","9.17",,"0.00","0.0","0.0",,"83","73",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-05-18","7.38",,"0.00","0.0","0.0",,"84","66",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-05-19","6.26",,"0.00","0.0","0.0",,"85","64",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-05-20","6.49",,"0.02","0.0","0.0",,"84","68",,,,,,,,,,,,,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-05-21","6.93",,"0.57","0.0","0.0",,"79","73",,,,,,"    1",,,,,"    1",,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-05-22","7.83",,"0.02","0.0","0.0",,"85","72",,,,,,"    1","    1",,,,,,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-05-23","8.28",,"0.00","0.0","0.0",,"85","69",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-05-24","8.95",,"0.00","0.0","0.0",,"86","75",,,,,,"    1",,,,,,,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-05-25","4.25",,"0.14","0.0","0.0",,"87","72",,,,,,"    1",,"    1",,,,,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-05-26","5.82",,"0.00","0.0","0.0",,"86","68",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-05-27","8.95",,"0.34","0.0","0.0",,"90","70",,,,,,,,"    1",,,,,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-05-28","9.40",,"2.31","0.0","0.0",,"93","69",,,,,,,,"    1",,,,,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-05-29","8.50",,"0.14","0.0","0.0",,"91","71",,,,,,,,"    1",,,,,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-05-30","8.95",,"0.73","0.0","0.0",,"85","67",,,,,,"    1",,"    1",,,,,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-05-31","10.74",,"0.44","0.0","0.0",,"84","65",,,,,,,,,,,,,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-06-01","12.97",,"0.00","0.0","0.0",,"83","73",,,,,,,,,,,,,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-06-02","10.96",,"0.00","0.0","0.0",,"83","70",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-06-03","6.71",,"0.00","0.0","0.0",,"83","64",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-06-04","6.49",,"0.00","0.0","0.0",,"85","64",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-06-05","7.61",,"0.00","0.0","0.0",,"88","66",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-06-06","6.93",,"0.00","0.0","0.0",,"86","67",,,,,,"    1",,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-06-07","6.93",,"0.00","0.0","0.0",,"89","68",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-06-08","9.40",,"1.04","0.0","0.0",,"88","70",,,,,,,,"    1",,,,,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-06-09","11.63",,"0.41","0.0","0.0",,"91","71",,,,,,"    1",,"    1",,,,,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-06-10","9.40",,"0.00","0.0","0.0",,"87","70",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-06-11","4.70",,"0.73","0.0","0.0",,"87","73",,,,,,,,"    1",,,,,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-06-12","5.82",,"0.01","0.0","0.0",,"88","73",,,,,,,,"    1",,,,,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-06-13","7.16",,"0.00","0.0","0.0",,"86","71",,,,,,,,,,,,,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-06-14","7.61",,"0.00","0.0","0.0",,"86","70",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-06-15","8.72",,"0.00","0.0","0.0",,"87","70",,,,,,,,,,,,,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-06-16","9.62",,"0.03","0.0","0.0",,"86","75",,,,,,,,,,,,,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-06-17","9.84",,"0.03","0.0","0.0",,"86","72",,,,,,,,"    1",,,,,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-06-18","7.83",,"0.00","0.0","0.0",,"88","72",,,,,,,,"    1",,,,,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-06-19","5.59",,"2.44","0.0","0.0",,"87","70",,,,,,"    1",,"    1","    1",,,,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-06-20","5.59",,"3.14","0.0","0.0",,"83","70",,,,,,"    1",,"    1",,,,,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-06-21","6.71",,"0.32","0.0","0.0",,"90","71",,,,,,"    1",,"    1",,,,,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-06-22","7.61",,"0.47","0.0","0.0",,"90","73",,,,,,"    1",,"    1",,,,,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-06-23","5.82",,"0.10","0.0","0.0",,"89","74",,,,,,,,"    1",,,,,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-06-24","7.38",,"0.00","0.0","0.0",,"89","73",,,,,,"    1",,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-06-25","6.93",,"0.00","0.0","0.0",,"94","74",,,,,,"    1",,,,,"    1",,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-06-26","9.40",,"1.57","0.0","0.0",,"96","74",,,,,,"    1",,"    1",,,"    1",,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-06-27","6.04",,"0.06","0.0","0.0",,"87","72",,,,,,"    1",,"    1",,,,,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-06-28","7.83",,"0.01","0.0","0.0",,"85","72",,,,,,"    1",,"    1",,,,,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-06-29","9.17",,"0.18","0.0","0.0",,"88","74",,,,,,"    1",,,,,,,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-06-30","12.30",,"0.00","0.0","0.0",,"85","77",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-07-01",,,"0.00","0.0","0.0",,"86","68",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-07-02",,,"0.00","0.0","0.0",,"93","73",,,,,,"    1",,,,,,,,,"    1",,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-07-03",,,"0.00","0.0","0.0",,"93","73",,,,,,"    1",,"    1",,,,,,,"    1",,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-07-04",,,"1.23","0.0","0.0",,"90","73",,,,,,,,"    1",,,,,,,,,"    1",,,,"    1"
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-07-05",,,"1.78","0.0","0.0",,"87","72",,,,,,"    1",,"    1",,,,,,,"    1",,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-07-06",,,"1.78","0.0","0.0",,"88","71",,,,,,,,"    1",,,,,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-07-07",,,"0.00","0.0","0.0",,"89","73",,,,,,"    1",,,,,"    1",,,,,,,,"    1",,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-07-08",,,"0.00","0.0","0.0",,"92","75",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-07-09",,,"0.68","0.0","0.0",,"93","72",,,,,,,,"    1",,,,,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-07-10",,,"0.00","0.0","0.0",,"89","71",,,,,,"    1",,,,,,,,,"    1",,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-07-11",,,"0.07","0.0","0.0",,"91","77",,,,,,"    1",,"    1",,,,,,,"    1",,,,,,"    1"
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-07-12",,,"0.23","0.0","0.0",,"89","75",,,,,,"    1",,"    1",,,,,,,"    1",,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-07-13",,,"1.26","0.0","0.0",,"88","74",,,,,,"    1",,"    1",,,,,,,"    1",,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-07-14",,,"0.00","0.0","0.0",,"88","74",,,,,,"    1",,"    1",,,,,,,,,,,"    1",,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-07-15",,,"0.00","0.0","0.0",,"88","79",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-07-16",,,"0.08","0.0","0.0",,"89","77",,,,,,,,"    1",,,,,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-07-17",,,"0.00","0.0","0.0",,"88","79",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-07-18",,,"0.00","0.0","0.0",,"87","78",,,,,,,,,,,,,,,,,,,,,"    1"
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-07-19",,,"0.00","0.0","0.0",,"88","74",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-07-20",,,"0.00","0.0","0.0",,"92","75",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-07-21",,,"0.00","0.0","0.0",,"92","74",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-07-22",,,"0.00","0.0","0.0",,"91","75",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-07-23",,,"0.28","0.0","0.0",,"92","74",,,,,,,,"    1",,,,,,,,,"    1",,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-07-24",,,"0.00","0.0","0.0",,"95","75",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-07-25",,,"0.00","0.0","0.0",,"90","77",,,,,,,,,,,,,,,,,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-07-26",,,"0.00","0.0","0.0",,"89","72",,,,,,"    1",,,,,"    1",,,,"    1",,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-07-27",,,"0.00","0.0","0.0",,"87","71",,,,,,"    1",,,,,,,,,"    1",,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-07-28",,,"0.00","0.0","0.0",,"88","74",,,,,,"    1",,,,,,,,,"    1",,,,,,
"USW00012843","VERO BEACH INTERNATIONAL AIRPORT, FL US","1996-07-29",,,"0.00","0.0","0.0",,"88","76",,,,,,,,,,,,,,,,,,,,,
